Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI
2017,2017 Senior Report,Dental Visit - Seniors,Virginia,13,70.5,0.76,72.7,68.3
2017,2017 Senior Report,Dental Visit - Seniors,Washington,12,70.6,0.78,72.6,68.6
2017,2017 Senior Report,Dental Visit - Seniors,West Virginia,50,48.6,-2,51.1,46.1
2017,2017 Senior Report,Dental Visit - Seniors,Wisconsin,8,71.6,0.94,74.2,69
2017,2017 Senior Report,Dental Visit - Seniors,Wyoming,24,66.2,0.08,68.6,63.8
2017,2017 Senior Report,Dental Visit - Seniors,United States,,65.7,0,66.2,65.2
2017,2017 Senior Report,Dental Visit - Seniors,District of Columbia,,65.1,0,68.7,61.4
2017,2017 Senior Report,Depression - Seniors,Alabama,47,18.5,1.54,20.4,16.6
2017,2017 Senior Report,Depression - Seniors,Alaska,3,11.2,-1.67,14.2,8.3
2017,2017 Senior Report,Depression - Seniors,Arizona,35,16.1,0.48,17.8,14.3
2017,2017 Senior Report,Depression - Seniors,Arkansas,34,16,0.44,18.3,13.7
2017,2017 Senior Report,Depression - Seniors,California,12,13.7,-0.57,15.3,12
2017,2017 Senior Report,Depression - Seniors,Colorado,35,16.1,0.48,17.6,14.6
2017,2017 Senior Report,Depression - Seniors,Connecticut,15,14,-0.44,15.4,12.7
2017,2017 Senior Report,Depression - Seniors,Delaware,17,14.3,-0.31,16.8,11.9
2017,2017 Senior Report,Depression - Seniors,Florida,23,14.9,-0.04,16.5,13.4
2017,2017 Senior Report,Depression - Seniors,Georgia,41,17.6,1.14,19.9,15.4
2017,2017 Senior Report,Depression - Seniors,Hawaii,1,7.6,-2,9,6.3
2017,2017 Senior Report,Depression - Seniors,Idaho,31,15.8,0.35,17.9,13.7
2017,2017 Senior Report,Depression - Seniors,Illinois,6,13,-0.88,15,11.1
2017,2017 Senior Report,Depression - Seniors,Indiana,31,15.8,0.35,17.8,13.8
2017,2017 Senior Report,Depression - Seniors,Iowa,5,12.9,-0.92,14.5,11.3
2017,2017 Senior Report,Depression - Seniors,Kansas,28,15.5,0.22,16.5,14.6
2017,2017 Senior Report,Depression - Seniors,Kentucky,23,14.9,-0.04,17,12.8
2017,2017 Senior Report,Depression - Seniors,Louisiana,44,18.2,1.4,20.6,15.8
2017,2017 Senior Report,Depression - Seniors,Maine,29,15.7,0.31,17.3,14.2
2017,2017 Senior Report,Depression - Seniors,Maryland,10,13.4,-0.7,15.1,11.8
2017,2017 Senior Report,Depression - Seniors,Massachusetts,40,17.2,0.96,19.4,15.1
2017,2017 Senior Report,Depression - Seniors,Michigan,19,14.5,-0.22,16.1,12.9
2017,2017 Senior Report,Depression - Seniors,Minnesota,11,13.5,-0.66,14.6,12.4
2017,2017 Senior Report,Depression - Seniors,Mississippi,21,14.8,-0.09,16.7,12.8
2017,2017 Senior Report,Depression - Seniors,Missouri,39,16.8,0.79,18.7,14.9
2017,2017 Senior Report,Depression - Seniors,Montana,27,15.3,0.13,17.2,13.4
2017,2017 Senior Report,Depression - Seniors,Nebraska,18,14.4,-0.26,15.6,13.1
2017,2017 Senior Report,Depression - Seniors,Nevada,9,13.3,-0.75,16.2,10.4
2017,2017 Senior Report,Depression - Seniors,New Hampshire,12,13.7,-0.57,15.3,12.1
2017,2017 Senior Report,Depression - Seniors,New Jersey,2,10.8,-1.84,12.4,9.2
2017,2017 Senior Report,Depression - Seniors,New Mexico,41,17.6,1.14,19.8,15.4
2017,2017 Senior Report,Depression - Seniors,New York,26,15.1,0.04,16.6,13.5
2017,2017 Senior Report,Depression - Seniors,North Carolina,23,14.9,-0.04,16.8,13
2017,2017 Senior Report,Depression - Seniors,North Dakota,4,12.4,-1.14,14.3,10.6
2017,2017 Senior Report,Depression - Seniors,Ohio,31,15.8,0.35,17.4,14.2
2017,2017 Senior Report,Depression - Seniors,Oklahoma,47,18.5,1.54,20.4,16.5
2017,2017 Senior Report,Depression - Seniors,Oregon,50,19.9,2,22,17.8
2017,2017 Senior Report,Depression - Seniors,Pennsylvania,14,13.9,-0.48,15.9,11.9
2017,2017 Senior Report,Depression - Seniors,Rhode Island,16,14.2,-0.35,15.9,12.5
2017,2017 Senior Report,Depression - Seniors,South Carolina,38,16.4,0.61,18,14.9
2017,2017 Senior Report,Depression - Seniors,South Dakota,7,13.1,-0.83,15.4,10.9
2017,2017 Senior Report,Depression - Seniors,Tennessee,45,18.3,1.45,20.5,16.1
2017,2017 Senior Report,Depression - Seniors,Texas,21,14.8,-0.09,16.7,13
2017,2017 Senior Report,Depression - Seniors,Utah,46,18.4,1.49,20.4,16.5
2017,2017 Senior Report,Depression - Seniors,Vermont,47,18.5,1.54,20.7,16.2
2017,2017 Senior Report,Depression - Seniors,Virginia,8,13.2,-0.79,14.9,11.5
2017,2017 Senior Report,Depression - Seniors,Washington,41,17.6,1.14,18.9,16.4
2017,2017 Senior Report,Depression - Seniors,West Virginia,29,15.7,0.31,17.5,13.8
2017,2017 Senior Report,Depression - Seniors,Wisconsin,19,14.5,-0.22,16.8,12.2
2017,2017 Senior Report,Depression - Seniors,Wyoming,37,16.2,0.53,18.2,14.1
2017,2017 Senior Report,Depression - Seniors,United States,,15,0,,
2017,2017 Senior Report,Depression - Seniors,District of Columbia,,13.8,0,16.3,11.4
2017,2017 Senior Report,Diabetes Management,Alaska,48,65.6,-2,67.2,63.1
2017,2017 Senior Report,Diabetes Management,Alabama,17,81.1,0.2,82.5,81.2
2017,2017 Senior Report,Diabetes Management,United States,,80.3,,,
2017,2017 Senior Report,Diabetes Management,Arkansas,33,77.4,-0.5,77.1,75.5
2017,2017 Senior Report,Diabetes Management,Arizona,38,75.8,-0.8,76.7,75.2
2017,2017 Senior Report,Diabetes Management,California,28,78.9,-0.3,79.6,78.9
2017,2017 Senior Report,Diabetes Management,Colorado,44,73.3,-1.3,75.9,74
2017,2017 Senior Report,Diabetes Management,Connecticut,14,81.9,0.3,83.6,81.7
2017,2017 Senior Report,Diabetes Management,District of Columbia,,72.6,,77.8,73.3
2017,2017 Senior Report,Diabetes Management,Delaware,5,83.4,0.6,85.6,82.9
2017,2017 Senior Report,Diabetes Management,Florida,2,85.4,1,86.6,85.8
2017,2017 Senior Report,Diabetes Management,Georgia,23,79.8,-0.1,82.1,81
2017,2017 Senior Report,Diabetes Management,Hawaii,4,83.6,0.6,86.1,82.5
2017,2017 Senior Report,Diabetes Management,Iowa,21,80.0,-0.1,81.7,79.9
2017,2017 Senior Report,Diabetes Management,Idaho,45,71.8,-1.6,74.5,71.7
2017,2017 Senior Report,Diabetes Management,Illinois,19,80.9,0.1,82.2,81.4
2017,2017 Senior Report,Diabetes Management,Indiana,32,77.7,-0.5,79,77.8
2017,2017 Senior Report,Diabetes Management,Kansas,40,74.8,-1,76.5,74.7
2017,2017 Senior Report,Diabetes Management,Kentucky,16,81.3,0.2,82.6,81.2
2017,2017 Senior Report,Diabetes Management,Louisiana,30,78.5,-0.3,79.8,78.3
2017,2017 Senior Report,Diabetes Management,Massachusetts,1,85.7,1,86.8,85.5
2017,2017 Senior Report,Diabetes Management,Maryland,20,80.5,0,82.8,81.6
2017,2017 Senior Report,Diabetes Management,Maine,21,80.0,-0.1,83.5,80.9
2017,2017 Senior Report,Diabetes Management,Michigan,29,78.8,-0.3,80.4,79.4
2017,2017 Senior Report,Diabetes Management,Minnesota,27,79.1,-0.2,83.6,81.4
2017,2017 Senior Report,Diabetes Management,Missouri,26,79.2,-0.2,80.6,79.3
2017,2017 Senior Report,Diabetes Management,Mississippi,35,76.7,-0.7,77.8,76.3
2017,2017 Senior Report,Diabetes Management,Montana,47,69.0,-2,72.3,69.2
2017,2017 Senior Report,Diabetes Management,North Carolina,8,82.7,0.5,83.9,83
2017,2017 Senior Report,Diabetes Management,North Dakota,24,79.3,-0.2,82.1,78.1
2017,2017 Senior Report,Diabetes Management,Nebraska,43,73.8,-1.2,76.3,74
2017,2017 Senior Report,Diabetes Management,New Hampshire,11,82.2,0.4,84.9,82.2
2017,2017 Senior Report,Diabetes Management,New Jersey,3,84.5,0.8,85.3,84.2
2017,2017 Senior Report,Diabetes Management,New Mexico,48,65.6,-2,69.4,67.2
2017,2017 Senior Report,Diabetes Management,Nevada,37,76.2,-0.8,77.7,75.5
2017,2017 Senior Report,Diabetes Management,New York,7,83.3,0.6,84.3,83.4
2017,2017 Senior Report,Diabetes Management,Ohio,30,78.5,-0.3,79.9,78.9
2017,2017 Senior Report,Diabetes Management,Oklahoma,46,71.5,-1.7,73.2,71.7
2017,2017 Senior Report,Diabetes Management,Oregon,36,76.6,-0.7,79.7,77.8
2017,2017 Senior Report,Diabetes Management,Pennsylvania,14,81.9,0.3,83.3,82.3
2017,2017 Senior Report,Diabetes Management,Rhode Island,11,82.2,0.4,84.9,81.1
2017,2017 Senior Report,Diabetes Management,South Carolina,13,82.1,0.3,82.8,81.5
2017,2017 Senior Report,Diabetes Management,South Dakota,42,74.0,-1.2,75.5,72.2
2017,2017 Senior Report,Diabetes Management,Tennessee,9,82.3,0.4,83.7,82.4
2017,2017 Senior Report,Diabetes Management,Texas,17,81.1,0.2,82,81.3
2017,2017 Senior Report,Diabetes Management,Utah,41,74.5,-1.1,76.3,73.7
2017,2017 Senior Report,Diabetes Management,Virginia,9,82.3,0.4,82.8,81.7
2017,2017 Senior Report,Diabetes Management,Vermont,39,75.6,-0.9,78.4,74.6
2017,2017 Senior Report,Diabetes Management,Washington,34,76.9,-0.6,79.6,78.2
2017,2017 Senior Report,Diabetes Management,Wisconsin,5,83.4,0.6,85,83.4
2017,2017 Senior Report,Diabetes Management,West Virginia,24,79.3,-0.2,80.4,78.4
2017,2017 Senior Report,Diabetes Management,Wyoming,50,59.7,-2,62.1,58.3
2017,2017 Senior Report,Early Death,Alaska,23,1701,-0.35,1816,1586
2017,2017 Senior Report,Early Death,Alabama,45,2298,1.81,2342,2254
2017,2017 Senior Report,Early Death,United States,,1797,,1802,1792
2017,2017 Senior Report,Early Death,Arkansas,48,2360,2,2418,2303
2017,2017 Senior Report,Early Death,Arizona,11,1610,-0.68,1640,1579
2017,2017 Senior Report,Early Death,California,4,1504,-1.06,1518,1490
2017,2017 Senior Report,Early Death,Colorado,2,1466,-1.2,1502,1430
2017,2017 Senior Report,Early Death,Connecticut,3,1488,-1.12,1531,1446
2017,2017 Senior Report,Early Death,District of Columbia,,2021,,2154,1888
2017,2017 Senior Report,Early Death,Delaware,21,1684,-0.41,1767,1602
2017,2017 Senior Report,Early Death,Florida,10,1603,-0.7,1620,1586
2017,2017 Senior Report,Early Death,Georgia,40,2043,0.89,2074,2012
2017,2017 Senior Report,Early Death,Hawaii,1,1426,-1.34,1491,1362
2017,2017 Senior Report,Early Death,Iowa,30,1794,-0.01,1845,1744
2017,2017 Senior Report,Early Death,Idaho,11,1610,-0.68,1676,1545
2017,2017 Senior Report,Early Death,Illinois,31,1810,0.05,1836,1784
2017,2017 Senior Report,Early Death,Indiana,42,2097,1.09,2135,2059
2017,2017 Senior Report,Early Death,Kansas,34,1911,0.41,1967,1856
2017,2017 Senior Report,Early Death,Kentucky,49,2394,2,2442,2346
2017,2017 Senior Report,Early Death,Louisiana,43,2208,1.49,2255,2161
2017,2017 Senior Report,Early Death,Massachusetts,5,1536,-0.95,1568,1504
2017,2017 Senior Report,Early Death,Maryland,22,1687,-0.4,1723,1651
2017,2017 Senior Report,Early Death,Maine,28,1764,-0.12,1832,1696
2017,2017 Senior Report,Early Death,Michigan,35,1924,0.46,1952,1895
2017,2017 Senior Report,Early Death,Minnesota,6,1542,-0.92,1578,1506
2017,2017 Senior Report,Early Death,Missouri,39,2031,0.85,2069,1994
2017,2017 Senior Report,Early Death,Mississippi,50,2470,2,2531,2410
2017,2017 Senior Report,Early Death,Montana,25,1732,-0.24,1812,1653
2017,2017 Senior Report,Early Death,North Carolina,37,1956,0.58,1985,1928
2017,2017 Senior Report,Early Death,North Dakota,17,1657,-0.51,1763,1551
2017,2017 Senior Report,Early Death,Nebraska,26,1757,-0.14,1824,1690
2017,2017 Senior Report,Early Death,New Hampshire,14,1633,-0.59,1702,1563
2017,2017 Senior Report,Early Death,New Jersey,9,1570,-0.82,1598,1541
2017,2017 Senior Report,Early Death,New Mexico,19,1668,-0.47,1725,1611
2017,2017 Senior Report,Early Death,Nevada,36,1941,0.52,1994,1888
2017,2017 Senior Report,Early Death,New York,8,1569,-0.83,1588,1550
2017,2017 Senior Report,Early Death,Ohio,41,2051,0.92,2079,2024
2017,2017 Senior Report,Early Death,Oklahoma,47,2330,1.93,2381,2278
2017,2017 Senior Report,Early Death,Oregon,24,1711,-0.31,1752,1670
2017,2017 Senior Report,Early Death,Pennsylvania,32,1879,0.3,1904,1855
2017,2017 Senior Report,Early Death,Rhode Island,18,1659,-0.5,1742,1577
2017,2017 Senior Report,Early Death,South Carolina,38,1984,0.68,2024,1945
2017,2017 Senior Report,Early Death,South Dakota,16,1645,-0.55,1738,1552
2017,2017 Senior Report,Early Death,Tennessee,44,2250,1.64,2287,2212
2017,2017 Senior Report,Early Death,Texas,33,1905,0.39,1924,1885
2017,2017 Senior Report,Early Death,Utah,7,1555,-0.88,1613,1498
2017,2017 Senior Report,Early Death,Virginia,27,1759,-0.14,1790,1728
2017,2017 Senior Report,Early Death,Vermont,15,1640,-0.57,1739,1542
2017,2017 Senior Report,Early Death,Washington,13,1611,-0.67,1642,1579
2017,2017 Senior Report,Early Death,Wisconsin,20,1671,-0.46,1707,1636
2017,2017 Senior Report,Early Death,West Virginia,46,2323,1.9,2390,2256
2017,2017 Senior Report,Early Death,Wyoming,29,1780,-0.06,1896,1664
2017,2017 Senior Report,Education - Seniors,Alabama,40,21.2,-0.96,22.6,19.8
2017,2017 Senior Report,Education - Seniors,Alaska,9,30.1,0.9,35,25.2
2017,2017 Senior Report,Education - Seniors,Arizona,18,27.8,0.42,29.2,26.4
2017,2017 Senior Report,Education - Seniors,Arkansas,48,18.6,-1.5,20.4,16.8
2017,2017 Senior Report,Education - Seniors,California,9,30.1,0.9,30.7,29.5
2017,2017 Senior Report,Education - Seniors,Colorado,2,36.3,2,37.9,34.7
2017,2017 Senior Report,Education - Seniors,Connecticut,6,31.3,1.15,33.1,29.5
2017,2017 Senior Report,Education - Seniors,Delaware,23,26.2,0.08,29.1,23.3
2017,2017 Senior Report,Education - Seniors,Florida,21,26.8,0.21,27.6,26
2017,2017 Senior Report,Education - Seniors,Georgia,26,25,-0.17,26.2,23.8
2017,2017 Senior Report,Education - Seniors,Hawaii,16,28.8,0.62,31.5,26.1
2017,2017 Senior Report,Education - Seniors,Idaho,29,24.5,-0.27,27.4,21.6
2017,2017 Senior Report,Education - Seniors,Illinois,31,24.3,-0.31,25.3,23.3
2017,2017 Senior Report,Education - Seniors,Indiana,47,18.8,-1.46,19.8,17.8
2017,2017 Senior Report,Education - Seniors,Iowa,45,19.7,-1.27,21.3,18.1
2017,2017 Senior Report,Education - Seniors,Kansas,25,25.7,-0.02,27.3,24.1
2017,2017 Senior Report,Education - Seniors,Kentucky,48,18.6,-1.5,20,17.2
2017,2017 Senior Report,Education - Seniors,Louisiana,43,20.1,-1.19,21.5,18.7
2017,2017 Senior Report,Education - Seniors,Maine,8,30.4,0.96,32.8,28
2017,2017 Senior Report,Education - Seniors,Maryland,3,32.6,1.42,34.2,31
2017,2017 Senior Report,Education - Seniors,Massachusetts,4,32.1,1.31,33.5,30.7
2017,2017 Senior Report,Education - Seniors,Michigan,33,23.4,-0.5,24.4,22.4
2017,2017 Senior Report,Education - Seniors,Minnesota,21,26.8,0.21,28.2,25.4
2017,2017 Senior Report,Education - Seniors,Mississippi,46,19.6,-1.29,21.4,17.8
2017,2017 Senior Report,Education - Seniors,Missouri,38,21.7,-0.85,22.9,20.5
2017,2017 Senior Report,Education - Seniors,Montana,15,29,0.67,32.1,25.9
2017,2017 Senior Report,Education - Seniors,Nebraska,35,22.8,-0.62,25,20.6
2017,2017 Senior Report,Education - Seniors,Nevada,28,24.9,-0.19,27.1,22.7
2017,2017 Senior Report,Education - Seniors,New Hampshire,7,31.2,1.12,34.1,28.3
2017,2017 Senior Report,Education - Seniors,New Jersey,17,28.1,0.48,29.3,26.9
2017,2017 Senior Report,Education - Seniors,New Mexico,11,29.9,0.85,32.4,27.4
2017,2017 Senior Report,Education - Seniors,New York,20,27,0.25,27.6,26.4
2017,2017 Senior Report,Education - Seniors,North Carolina,30,24.4,-0.29,25.4,23.4
2017,2017 Senior Report,Education - Seniors,North Dakota,44,19.8,-1.25,22.9,16.7
2017,2017 Senior Report,Education - Seniors,Ohio,42,20.2,-1.17,21,19.4
2017,2017 Senior Report,Education - Seniors,Oklahoma,36,22.6,-0.67,24,21.2
2017,2017 Senior Report,Education - Seniors,Oregon,14,29.2,0.71,30.8,27.6
2017,2017 Senior Report,Education - Seniors,Pennsylvania,38,21.7,-0.85,22.5,20.9
2017,2017 Senior Report,Education - Seniors,Rhode Island,23,26.2,0.08,29.5,22.9
2017,2017 Senior Report,Education - Seniors,South Carolina,32,24.2,-0.33,25.6,22.8
2017,2017 Senior Report,Education - Seniors,South Dakota,34,23.2,-0.54,26.3,20.1
2017,2017 Senior Report,Education - Seniors,Tennessee,41,20.5,-1.1,21.7,19.3
2017,2017 Senior Report,Education - Seniors,Texas,26,25,-0.17,25.6,24.4
2017,2017 Senior Report,Education - Seniors,Utah,11,29.9,0.85,32.3,27.5
2017,2017 Senior Report,Education - Seniors,Vermont,1,36.5,2,40,33
2017,2017 Senior Report,Education - Seniors,Virginia,13,29.5,0.77,30.7,28.3
2017,2017 Senior Report,Education - Seniors,Washington,5,31.8,1.25,33.4,30.2
2017,2017 Senior Report,Education - Seniors,West Virginia,50,15.6,-2,17.4,13.8
2017,2017 Senior Report,Education - Seniors,Wisconsin,37,22.1,-0.77,23.1,21.1
2017,2017 Senior Report,Education - Seniors,Wyoming,19,27.7,0.4,32.4,23
2017,2017 Senior Report,Education - Seniors,United States,,25.8,,26,25.6
2017,2017 Senior Report,Education - Seniors,District of Columbia,,40.4,,44.3,36.5
2017,2017 Senior Report,Excessive Drinking - Seniors,Alabama,8,4.5,-1.27,5.4,3.6
2017,2017 Senior Report,Excessive Drinking - Seniors,Alaska,50,10.7,2,14.2,7.2
2017,2017 Senior Report,Excessive Drinking - Seniors,Arizona,37,7.5,0.46,8.8,6.2
2017,2017 Senior Report,Excessive Drinking - Seniors,Arkansas,4,4.2,-1.44,5.3,3
2017,2017 Senior Report,Excessive Drinking - Seniors,California,27,7,0.17,8.2,5.8
2017,2017 Senior Report,Excessive Drinking - Seniors,Colorado,25,6.7,0,7.7,5.7
2017,2017 Senior Report,Excessive Drinking - Seniors,Connecticut,34,7.3,0.35,8.3,6.3
2017,2017 Senior Report,Excessive Drinking - Seniors,Delaware,34,7.3,0.35,9,5.6
2017,2017 Senior Report,Excessive Drinking - Seniors,Florida,40,7.9,0.69,9,6.8
2017,2017 Senior Report,Excessive Drinking - Seniors,Georgia,12,5.3,-0.81,6.7,3.8
2017,2017 Senior Report,Excessive Drinking - Seniors,Hawaii,47,9.5,1.61,11.4,7.7
2017,2017 Senior Report,Excessive Drinking - Seniors,Idaho,31,7.2,0.29,8.7,5.7
2017,2017 Senior Report,Excessive Drinking - Seniors,Illinois,42,8,0.75,9.7,6.2
2017,2017 Senior Report,Excessive Drinking - Seniors,Indiana,14,5.5,-0.69,6.7,4.2
2017,2017 Senior Report,Excessive Drinking - Seniors,Iowa,22,6.5,-0.12,7.9,5.2
2017,2017 Senior Report,Excessive Drinking - Seniors,Kansas,10,4.8,-1.09,5.3,4.2
2017,2017 Senior Report,Excessive Drinking - Seniors,Kentucky,7,4.3,-1.38,5.5,3.2
2017,2017 Senior Report,Excessive Drinking - Seniors,Louisiana,19,6.4,-0.17,8,4.8
2017,2017 Senior Report,Excessive Drinking - Seniors,Maine,40,7.9,0.69,9,6.7
2017,2017 Senior Report,Excessive Drinking - Seniors,Maryland,23,6.6,-0.06,7.7,5.4
2017,2017 Senior Report,Excessive Drinking - Seniors,Massachusetts,27,7,0.17,8.4,5.5
2017,2017 Senior Report,Excessive Drinking - Seniors,Michigan,43,8.3,0.92,9.6,7
2017,2017 Senior Report,Excessive Drinking - Seniors,Minnesota,31,7.2,0.29,8,6.4
2017,2017 Senior Report,Excessive Drinking - Seniors,Mississippi,3,3.9,-1.61,5,2.8
2017,2017 Senior Report,Excessive Drinking - Seniors,Missouri,16,5.9,-0.46,7.2,4.7
2017,2017 Senior Report,Excessive Drinking - Seniors,Montana,43,8.3,0.92,9.8,6.8
2017,2017 Senior Report,Excessive Drinking - Seniors,Nebraska,19,6.4,-0.17,7.3,5.5
2017,2017 Senior Report,Excessive Drinking - Seniors,Nevada,48,9.8,1.79,13.4,6.2
2017,2017 Senior Report,Excessive Drinking - Seniors,New Hampshire,37,7.5,0.46,8.7,6.3
2017,2017 Senior Report,Excessive Drinking - Seniors,New Jersey,31,7.2,0.29,8.6,5.7
2017,2017 Senior Report,Excessive Drinking - Seniors,New Mexico,15,5.6,-0.63,7.1,4.1
2017,2017 Senior Report,Excessive Drinking - Seniors,New York,30,7.1,0.23,8.2,5.9
2017,2017 Senior Report,Excessive Drinking - Seniors,North Carolina,13,5.4,-0.75,6.6,4.2
2017,2017 Senior Report,Excessive Drinking - Seniors,North Dakota,25,6.7,0,8.2,5.3
2017,2017 Senior Report,Excessive Drinking - Seniors,Ohio,17,6,-0.4,7.1,4.9
2017,2017 Senior Report,Excessive Drinking - Seniors,Oklahoma,4,4.2,-1.44,5.2,3.2
2017,2017 Senior Report,Excessive Drinking - Seniors,Oregon,46,9.4,1.55,11,7.8
2017,2017 Senior Report,Excessive Drinking - Seniors,Pennsylvania,27,7,0.17,8.5,5.5
2017,2017 Senior Report,Excessive Drinking - Seniors,Rhode Island,19,6.4,-0.17,7.8,5
2017,2017 Senior Report,Excessive Drinking - Seniors,South Carolina,17,6,-0.4,6.9,5.1
2017,2017 Senior Report,Excessive Drinking - Seniors,South Dakota,8,4.5,-1.27,5.8,3.2
2017,2017 Senior Report,Excessive Drinking - Seniors,Tennessee,2,3.8,-1.67,4.9,2.7
2017,2017 Senior Report,Excessive Drinking - Seniors,Texas,23,6.6,-0.06,8,5.2
2017,2017 Senior Report,Excessive Drinking - Seniors,Utah,4,4.2,-1.44,5.3,3.1
2017,2017 Senior Report,Excessive Drinking - Seniors,Vermont,37,7.5,0.46,8.9,6
2017,2017 Senior Report,Excessive Drinking - Seniors,Virginia,11,5.1,-0.92,6.3,3.9
2017,2017 Senior Report,Excessive Drinking - Seniors,Washington,45,8.5,1.04,9.5,7.5
2017,2017 Senior Report,Excessive Drinking - Seniors,West Virginia,1,3.3,-1.96,4.1,2.4
2017,2017 Senior Report,Excessive Drinking - Seniors,Wisconsin,49,10.4,2,12.5,8.4
2017,2017 Senior Report,Excessive Drinking - Seniors,Wyoming,34,7.3,0.35,8.9,5.7
2017,2017 Senior Report,Excessive Drinking - Seniors,United States,,6.7,0,,
2017,2017 Senior Report,Excessive Drinking - Seniors,District of Columbia,,9.8,1.79,11.8,7.9
2017,2017 Senior Report,Falls - Seniors,Alabama,29,29.4,0.26,31.6,27.3
2017,2017 Senior Report,Falls - Seniors,Alaska,49,32.9,1.56,36.8,28.9
2017,2017 Senior Report,Falls - Seniors,Arizona,15,27.5,-0.45,29,26
2017,2017 Senior Report,Falls - Seniors,Arkansas,50,34.3,2,37,31.5
2017,2017 Senior Report,Falls - Seniors,California,37,30.7,0.74,33.5,27.9
2017,2017 Senior Report,Falls - Seniors,Colorado,12,27.1,-0.59,28.8,25.4
2017,2017 Senior Report,Falls - Seniors,Connecticut,8,26.5,-0.82,28.9,24.2
2017,2017 Senior Report,Falls - Seniors,Delaware,19,28,-0.26,30.8,25.2
2017,2017 Senior Report,Falls - Seniors,Florida,4,25,-1.37,26.7,23.3
2017,2017 Senior Report,Falls - Seniors,Georgia,25,28.6,-0.04,31,26.1
2017,2017 Senior Report,Falls - Seniors,Hawaii,1,20.6,-2,23,18.2
2017,2017 Senior Report,Falls - Seniors,Idaho,31,29.9,0.45,32.7,27.1
2017,2017 Senior Report,Falls - Seniors,Illinois,14,27.4,-0.48,30.2,24.6
2017,2017 Senior Report,Falls - Seniors,Indiana,43,31.8,1.15,33.6,29.9
2017,2017 Senior Report,Falls - Seniors,Iowa,40,31.6,1.08,33.6,29.5
2017,2017 Senior Report,Falls - Seniors,Kansas,36,30.5,0.67,32,28.9
2017,2017 Senior Report,Falls - Seniors,Kentucky,44,32.1,1.26,34.5,29.6
2017,2017 Senior Report,Falls - Seniors,Louisiana,3,24.9,-1.41,27.1,22.6
2017,2017 Senior Report,Falls - Seniors,Maine,31,29.9,0.45,31.8,27.9
2017,2017 Senior Report,Falls - Seniors,Maryland,5,25.1,-1.34,27.1,23
2017,2017 Senior Report,Falls - Seniors,Massachusetts,25,28.6,-0.04,30.5,26.8
2017,2017 Senior Report,Falls - Seniors,Michigan,48,32.6,1.45,34.7,30.5
2017,2017 Senior Report,Falls - Seniors,Minnesota,7,26.1,-0.97,27.6,24.5
2017,2017 Senior Report,Falls - Seniors,Mississippi,19,28,-0.26,30.9,25.2
2017,2017 Senior Report,Falls - Seniors,Missouri,47,32.4,1.37,34.9,29.9
2017,2017 Senior Report,Falls - Seniors,Montana,46,32.2,1.3,34.6,29.7
2017,2017 Senior Report,Falls - Seniors,Nebraska,23,28.1,-0.22,29.6,26.7
2017,2017 Senior Report,Falls - Seniors,Nevada,11,26.9,-0.67,30.3,23.4
2017,2017 Senior Report,Falls - Seniors,New Hampshire,19,28,-0.26,30.5,25.4
2017,2017 Senior Report,Falls - Seniors,New Jersey,2,23.6,-1.89,25.6,21.6
2017,2017 Senior Report,Falls - Seniors,New Mexico,17,27.8,-0.33,30.1,25.5
2017,2017 Senior Report,Falls - Seniors,New York,16,27.7,-0.37,30.2,25.1
2017,2017 Senior Report,Falls - Seniors,North Carolina,19,28,-0.26,30.2,25.9
2017,2017 Senior Report,Falls - Seniors,North Dakota,13,27.2,-0.56,29.6,24.8
2017,2017 Senior Report,Falls - Seniors,Ohio,33,30.1,0.52,32.3,28
2017,2017 Senior Report,Falls - Seniors,Oklahoma,38,30.8,0.78,32.8,28.9
2017,2017 Senior Report,Falls - Seniors,Oregon,41,31.7,1.11,34.2,29.3
2017,2017 Senior Report,Falls - Seniors,Pennsylvania,25,28.6,-0.04,30.5,26.7
2017,2017 Senior Report,Falls - Seniors,Rhode Island,10,26.8,-0.71,29.2,24.4
2017,2017 Senior Report,Falls - Seniors,South Carolina,28,29.2,0.19,31,27.3
2017,2017 Senior Report,Falls - Seniors,South Dakota,24,28.5,-0.07,31.5,25.5
2017,2017 Senior Report,Falls - Seniors,Tennessee,33,30.1,0.52,32.8,27.4
2017,2017 Senior Report,Falls - Seniors,Texas,35,30.3,0.59,32.7,27.9
2017,2017 Senior Report,Falls - Seniors,Utah,30,29.6,0.33,31.5,27.7
2017,2017 Senior Report,Falls - Seniors,Vermont,41,31.7,1.11,34.3,29.2
2017,2017 Senior Report,Falls - Seniors,Virginia,6,25.6,-1.15,27.7,23.4
2017,2017 Senior Report,Falls - Seniors,Washington,39,31.2,0.93,33.2,29.3
2017,2017 Senior Report,Falls - Seniors,West Virginia,9,26.6,-0.78,28.8,24.4
2017,2017 Senior Report,Falls - Seniors,Wisconsin,17,27.8,-0.33,30.7,24.8
2017,2017 Senior Report,Falls - Seniors,Wyoming,44,32.1,1.26,34.5,29.6
2017,2017 Senior Report,Falls - Seniors,United States,,28.7,0,,
2017,2017 Senior Report,Falls - Seniors,District of Columbia,,30.1,0,33.3,26.8
2017,2017 Senior Report,Flu Vaccine - Seniors,Alabama,21,61.6,0.19,64.1,59.2
